{'emp_no': 10001, 'name': 'Georgi Facello', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223918, 'name': 'Patricio Yavatkar', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223926, 'name': 'Przemyslawa Mattern', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 223934, 'name': 'Lihong Yurek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223943, 'name': 'Masoud Deverell', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223951, 'name': 'Vugranam Rodier', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223962, 'name': 'Fusako Schonegge', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223972, 'name': 'Phillip Peng', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223983, 'name': 'Vitali Boudaillier', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223993, 'name': 'Herbert Nishimukai', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224001, 'name': 'Goetz Kopetz', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224010, 'name': 'Sigeru Dayana', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224021, 'name': 'Minghong Pepe', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224030, 'name': 'Atreyi Sommen', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224040, 'name': 'Siddarth Vadhan', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224048, 'name': 'Syozo Alpin', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224057, 'name': 'Erez Shigei', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224067, 'name': 'Lene Ruther', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224076, 'name': 'Gonzalo Gide', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224084, 'name': 'Martins Farris', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224093, 'name': 'Chinhyun Dayang', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224102, 'name': 'Lokesh Hoogerwoord', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224112, 'name': 'Rosli Walston', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224122, 'name': 'Saeed Majewski', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224130, 'name': 'Naftali Sanella', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224140, 'name': 'Phillip Kieras', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224149, 'name': 'Jovan Zobel', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224159, 'name': 'Manibrata Plesums', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224169, 'name': 'Guther Zirintsis', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224177, 'name': 'Fatemeh Shrader', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224185, 'name': 'King Nitta', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224196, 'name': 'Macha Domenig', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224206, 'name': 'Bilhanan Ciolek', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224215, 'name': 'Sivanarayana Kawashimo', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224223, 'name': 'Jinya Melton', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224231, 'name': 'IEEE Tsukune', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224240, 'name': 'Uta Grabner', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224250, 'name': 'Reuven Birke', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224259, 'name': 'Mingsen Binding', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224268, 'name': 'Danai Schieder', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224276, 'name': 'Jolita Marletta', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224287, 'name': 'Basant Vasanthakumar', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224297, 'name': 'Aemilian Kabayashi', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224307, 'name': 'Abdulah Gammage', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224317, 'name': 'Felicidad Broomell', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224326, 'name': 'Carrsten Ghazalie', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224336, 'name': 'Rosine Andreotta', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224347, 'name': 'Insup Gini', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224356, 'name': 'Giri Tischendorf', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224364, 'name': 'Jouko Nitto', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224372, 'name': 'Francoise Liesche', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224381, 'name': 'Maris Schwaller', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224392, 'name': 'Francesca Muhlberg', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224401, 'name': 'Godehard Bahk', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224410, 'name': 'Mara Polajnar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224419, 'name': 'Taegyun Teitelbaum', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224428, 'name': 'Uli Neiman', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224437, 'name': 'Aruna Juneja', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224446, 'name': 'Angel Panienski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224456, 'name': 'Kwok Stasinski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224465, 'name': 'Moie Rosar', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224473, 'name': 'Keiichiro Yurov', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224483, 'name': 'Supot Fetvedt', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224492, 'name': 'Nalini Levergood', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224502, 'name': 'Ymte Lemarechal', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224510, 'name': 'Weiru Cangellaris', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224519, 'name': 'Bernardo Pagter', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224528, 'name': 'Kwangsub Junet', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224537, 'name': 'Takahito Stenning', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224546, 'name': 'Lansing Armand', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224557, 'name': 'Doowon Ariola', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224567, 'name': 'Arne Biron', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224576, 'name': 'Dung Rahier', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224585, 'name': 'Greger Rehfuss', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224595, 'name': 'Menkae Langford', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224605, 'name': 'Nirmal Garnham', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224614, 'name': 'Vesna Claffy', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224624, 'name': 'Brendon Dalton', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224632, 'name': 'Hein Kobara', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224641, 'name': 'Sangeeta Litzler', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224651, 'name': 'Douadi Rosenbaum', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224659, 'name': 'Anyuan Busillo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224670, 'name': 'Annemarie Hebden', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224679, 'name': 'Mats Simmel', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224688, 'name': 'Theirry Joslin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224699, 'name': 'Charlene Ponthieu', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224710, 'name': 'Bodh DuBourdieux', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224719, 'name': 'Christ Deverell', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224728, 'name': 'Atreye Casley', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224736, 'name': 'Kristian Pehl', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224746, 'name': 'Eckart Sommen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224757, 'name': 'Premal Nilsson', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224767, 'name': 'Dipayan Dechter', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224777, 'name': 'Leszek Luff', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224785, 'name': 'Yaghout Beetstra', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224796, 'name': 'Fayez Nicolson', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224804, 'name': 'Dzung Perly', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224813, 'name': 'Gunilla Bahk', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224824, 'name': 'Leaf Zedlitz', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224833, 'name': 'Leon Piveteau', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 224844, 'name': 'Zhenhua Spieker', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224854, 'name': 'Adel Gubsky', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224864, 'name': 'Shakhar Pepe', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224874, 'name': 'Kwangyoen Kakkad', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224882, 'name': 'Khoa Poulakidas', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224893, 'name': 'Berhard Cincotta', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224903, 'name': 'Stafford Seghrouchni', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224913, 'name': 'Niteen Marrevee', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224922, 'name': 'Thanasis Schlenzig', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224930, 'name': 'Charlene Beilner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224941, 'name': 'Ung Varman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224950, 'name': 'Marl Kohling', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 224960, 'name': 'Yechiam Soicher', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 224968, 'name': 'Sudhanshu Benner', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224978, 'name': 'Tru Scharstein', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 224987, 'name': 'Tse Katiyar', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 224997, 'name': 'Sailaja Coors', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225006, 'name': 'Rosli Gustavson', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225016, 'name': 'Zhonghua Birsak', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225027, 'name': 'Somnath Tischendorf', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225036, 'name': 'Khalil Reeker', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225045, 'name': 'Boalin Shiratori', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225054, 'name': 'Zdislav Imataki', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225062, 'name': 'Dzung Shihab', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225073, 'name': 'Flemming Pileggi', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225082, 'name': 'Arie Marrakchi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225090, 'name': 'Reinhard Beetstra', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225099, 'name': 'Jaroslava Cappello', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225107, 'name': 'Changho Fadgyas', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225115, 'name': 'Kaijung Garnham', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225125, 'name': 'Masato Carrere', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225136, 'name': 'Sham Bednarek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225144, 'name': 'Maris Hoppenstand', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225153, 'name': 'Yaghout Kaltofen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225161, 'name': 'Jenwei Krohm', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225170, 'name': 'Kersti Waschkowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225180, 'name': 'Zhongwei Poupard', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225190, 'name': 'Pascal Tibblin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225201, 'name': 'Aiman Azevdeo', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225212, 'name': 'Mohamadou Papsdorf', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225220, 'name': 'Yuchang Denna', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225229, 'name': 'Kolar Kusakabe', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225240, 'name': 'Magy Rijckaert', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225249, 'name': 'Tadahiro Chimia', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225259, 'name': 'Jouni Lund', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225269, 'name': 'Georg Chinen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225278, 'name': 'Michaela Greenaway', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225286, 'name': 'Dante Hofman', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225296, 'name': 'Phuoc Pulkowski', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225305, 'name': 'Utpal Bahk', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225313, 'name': 'Luisa Eiron', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225321, 'name': 'Vasilis Selvestrel', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225331, 'name': 'Tsz Simkin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225341, 'name': 'Aemilian Birch', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225350, 'name': 'Vishu Ushiama', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225361, 'name': 'Hironobu Picco', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225371, 'name': 'Gritta Decleir', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225381, 'name': 'Armond Kinley', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225391, 'name': 'Amstein Zolotykh', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225401, 'name': 'Adas Etalle', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225412, 'name': 'Marke Hellwagner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225423, 'name': 'Dhritiman Chachaty', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225433, 'name': 'Jeong VanScheik', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225443, 'name': 'Erzsebet Ruemmler', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225453, 'name': 'Huan Rothenberg', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225463, 'name': 'Temple Masada', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225471, 'name': 'Subbu Vidya', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225480, 'name': 'Sorina Gimarc', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225489, 'name': 'Ashish Levergood', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225499, 'name': 'Ekawit Ranum', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225507, 'name': 'Nikolaus Mamelak', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225516, 'name': 'Pradeep Stifter', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225524, 'name': 'Kaijung Kalefeld', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225532, 'name': 'Hideo Felder', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225541, 'name': 'Baruch Brodal', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225550, 'name': 'Gil Merro', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225558, 'name': 'Manibrata Vesel', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225567, 'name': 'Sariel Stille', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225575, 'name': 'Chirstian Prenel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225585, 'name': 'Shawna Servieres', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225596, 'name': 'Ioana Luke', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225605, 'name': 'Sanjiv Porotnikoff', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225615, 'name': 'Zhonghui Clouatre', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225623, 'name': 'Arunas Taubenfeld', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225634, 'name': 'Hauke Butner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225644, 'name': 'Luise Murrill', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225652, 'name': 'Along Seiwald', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225661, 'name': 'Hairong Baer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225669, 'name': 'Lokesh Khalid', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225680, 'name': 'Elliott Hanabata', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225689, 'name': 'Shirish Joslin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225697, 'name': 'Mads Axelband', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225706, 'name': 'Gian Pepe', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225715, 'name': 'Xiahua Porenta', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225726, 'name': 'Jinpo Pargaonkar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225736, 'name': 'Genki Vingron', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225745, 'name': 'Yolla Reghbati', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225754, 'name': 'Jeanna Kading', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225762, 'name': 'Mayuko Manderick', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225771, 'name': 'Martial Kemmerer', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225780, 'name': 'Sugwoo Ferretti', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225790, 'name': 'Saeed Sambasivam', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225800, 'name': 'Doowon Shackel', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225810, 'name': 'Sreekrishna Demizu', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225820, 'name': 'Yefim Rosis', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 225830, 'name': 'Takushi Bernini', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225840, 'name': 'Moti Rodier', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225851, 'name': 'Magy Litecky', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225859, 'name': 'Chenyi Hoogerwoord', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225868, 'name': 'Theron Maraist', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225877, 'name': 'Toney Gelosh', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 225887, 'name': 'Dzung Genther', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225895, 'name': 'Nishit Bale', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225904, 'name': 'Xiaopeng Biran', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225914, 'name': 'Panayotis Schicker', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225923, 'name': 'Taiji Masada', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225931, 'name': 'Duke Ranon', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 225942, 'name': 'Mart Sabnani', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225952, 'name': 'Venkatesan Serre', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225961, 'name': 'Khoa Terwilliger', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 225969, 'name': 'Tadanori Shackell', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225977, 'name': 'Oscal Bridgland', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225987, 'name': 'Lijie Terlouw', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 225998, 'name': 'Nakhoon Apsitis', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 226006, 'name': 'Jianwen Codenie', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226015, 'name': 'Nechama Fasbender', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 226023, 'name': 'Gen Rosay', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226033, 'name': 'Shrikanth Skafidas', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 226044, 'name': 'Vasilii Nourani', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226054, 'name': 'Val Miyakawa', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 226063, 'name': 'Boaz Perry', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226072, 'name': 'Mohammed Baalen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 226080, 'name': 'Fabrizio Decleir', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226089, 'name': 'Barton Bardell', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 226100, 'name': 'Macha Erdi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226108, 'name': 'Fei Rohrbach', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226118, 'name': 'Haldon Haraldson', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 226128, 'name': 'Radhika Pettey', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 226137, 'name': 'Shooichi Zuberek', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 226148, 'name': 'Haldon Gini', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 226158, 'name': 'Khoa Cairo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 226167, 'name': 'Tadahiko Junet', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 226176, 'name': 'Alassane Gewali', 'dept_no': 'd004', 'manager_no': 110420}
